date,city,country,confirmed,deaths,recovered,lat,long
3/7/20,"Yolo County, CA",United States,1,0,0,38.7646,-121.9018
3/7/20,From Diamond Princess,Australia,0,0,0,35.4437,139.638
3/7/20,Northern Territory,Australia,0,0,0,-12.4634,130.8456
3/7/20,"Lackland, TX (From Diamond Princess)",United States,0,0,0,29.3829,-98.6134
3/7/20,"Montgomery County, TX",United States,0,0,0,30.3213,-95.4778
3/7/20,"Omaha, NE (From Diamond Princess)",United States,0,0,0,41.2545,-95.9758
3/7/20,"Travis, CA (From Diamond Princess)",United States,0,0,0,38.2721,-121.9399
3/7/20,Daegu,South Korea,7041,44,135,36,128
3/7/20,Madrid,Spain,500,10,30,40,-4
3/7/20,Kandy,Sri Lanka,1,0,1,7,81
3/7/20,Sundsvall,Sweden,161,0,0,63,16
3/7/20,Unknown,Switzerland,268,1,3,46.8182,8.2275
3/7/20,Lop Buri,Thailand,50,1,31,15,101
3/7/20,Unknown,Togo,1,0,0,8.6195,0.8248
3/7/20,Unknown,Tunisia,1,0,0,34,9
3/7/20,Liverpool,United Kingdom,206,2,18,55,-3
3/7/20,Unknown,Ukraine,1,0,0,48.3794,31.1656
3/7/20,Abu Dhabi,United Arab Emirates,45,0,7,24,54
3/7/20,Unknown,Vatican City,1,0,0,41.9029,12.4534
3/7/20,Quang Ha,Vietnam,18,0,16,16,108
3/6/20,Unknown,Afghanistan,1,0,0,33,65
3/6/20,Unknown,Algeria,17,0,0,28.0339,1.6596
3/6/20,Unknown,Andorra,1,0,0,42.5063,1.5218
3/6/20,Unknown,Argentina,2,0,0,-38.4161,-63.6167
3/6/20,Unknown,Armenia,1,0,0,40.0691,45.0382
3/6/20,Unknown,Austria,55,0,0,47.5162,14.5501
3/6/20,Unknown,Azerbaijan,6,0,0,40.1431,47.5769
3/6/20,Unknown,Bahrain,60,0,4,26.0275,50.55
3/6/20,Unknown,Belarus,6,0,0,53.7098,27.9534
3/6/20,Brussels,Belgium,109,0,1,50.8333,4
3/6/20,Unknown,Bhutan,1,0,0,27.5142,90.4336
3/6/20,Unknown,Bosnia and Herzegovina,2,0,0,43.9159,17.6791
3/6/20,Unknown,Brazil,13,0,0,-14.235,-51.9253
3/6/20,Phnom Penh,Cambodia,1,0,1,11.55,104.9167
3/6/20,Unknown,Cameroon,1,0,0,3.848,11.5021
3/6/20,Unknown,Chile,4,0,0,-35.6751,-71.543
3/6/20,Unknown,Colombia,1,0,0,4.5709,-74.2973
3/6/20,Unknown,Costa Rica,1,0,0,9.7489,-83.7534
3/6/20,Unknown,Croatia,11,0,0,45.1667,15.5
3/6/20,Unknown,Denmark,23,0,1,56.2639,9.5018
3/6/20,Unknown,Dominican Republic,2,0,0,18.7357,-70.1627
3/6/20,Unknown,Ecuador,13,0,0,-1.8312,-78.1834
3/6/20,Unknown,Egypt,15,0,1,26,30
3/6/20,Unknown,Estonia,10,0,0,58.5953,25.0136
3/6/20,Unknown,Faroe Islands,1,0,0,61.8926,-6.9118
3/6/20,Kajaani,Finland,15,0,1,64,26
3/6/20,Orleans,France,653,9,12,47,2
3/6/20,Unknown,Georgia,4,0,0,42.3154,43.3569
3/6/20,Kassel,Germany,670,0,17,51,9
3/6/20,Unknown,Gibraltar,1,0,0,36.1408,-5.3536
3/6/20,Unknown,Greece,45,0,0,39.0742,21.8243
3/6/20,Unknown,Hungary,2,0,0,47.1625,19.5033
3/6/20,Unknown,Iceland,43,0,0,64.9631,-19.0208
3/6/20,Nagpur,India,31,0,3,21,78
3/6/20,Unknown,Indonesia,4,0,0,-0.7893,113.9213
3/6/20,Unknown,Iraq,40,3,0,33,44
3/6/20,Unknown,Ireland,18,0,0,53.1424,-7.6921
3/6/20,Unknown,Israel,21,0,2,31,35
3/6/20,Arezzo,Italy,4636,197,523,43,12
3/6/20,Unknown,Jordan,1,0,0,31.24,36.51
3/6/20,Unknown,Kuwait,58,0,0,29.5,47.75
3/6/20,Unknown,Latvia,1,0,0,56.8796,24.6032
3/6/20,Unknown,Lebanon,22,0,1,33.8547,35.8623
3/6/20,Unknown,Liechtenstein,1,0,0,47.14,9.55
3/6/20,Unknown,Lithuania,1,0,0,55.1694,23.8813
3/6/20,Unknown,Luxembourg,2,0,0,49.8144,6.1317
3/6/20,Sibu,Malaysia,83,0,22,2.5,112.5
3/6/20,Fresnillo,Mexico,6,0,1,23,-102
3/6/20,Unknown,Monaco,1,0,0,43.7333,7.4167
3/6/20,Unknown,Morocco,2,0,0,31.7917,-7.0926
3/6/20,Pokhara,Nepal,1,0,1,28.1667,84.25
3/6/20,Unknown,Netherlands,128,1,0,52.1326,5.2913
3/6/20,Unknown,New Zealand,4,0,0,-40.9006,174.886
3/6/20,Unknown,Nigeria,1,0,0,9.082,8.6753
3/6/20,Unknown,North Macedonia,3,0,0,41.6086,21.7453
3/6/20,Unknown,Norway,108,0,0,60.472,8.4689
3/6/20,Dawwah,Oman,16,0,2,21,57
3/6/20,Quetta,Pakistan,6,0,0,30.3753,69.3451
3/6/20,Unknown,Palestine,16,0,0,31.9522,35.2332
3/6/20,Unknown,Peru,1,0,0,-9.19,-75.0152
3/6/20,Boac,Philippines,5,1,1,13,122
3/6/20,Unknown,Poland,5,0,0,51.9194,19.1451
3/6/20,Unknown,Portugal,13,0,0,39.3999,-8.2245
3/6/20,Unknown,Qatar,8,0,0,25.3548,51.1839
3/6/20,Unknown,Romania,9,0,1,46,25
3/6/20,Unknown,Russia,13,0,2,60,90
3/6/20,Unknown,Saint Barthelemy,3,0,0,17.9,-62.8333
3/6/20,Unknown,San Marino,21,1,0,43.9424,12.4578
3/6/20,Hubei,China,67592,2931,42033,30.9756,112.2707
3/6/20,Khomeyni Shahr,Iran,4747,124,913,32,53
3/6/20,Guangdong,China,1352,7,1216,23.3417,113.4244
3/6/20,Henan,China,1272,22,1244,33.882,113.614
3/6/20,Zhejiang,China,1215,1,1147,29.1832,120.0934
3/6/20,Hunan,China,1018,4,955,27.6104,111.7088
3/6/20,Anhui,China,990,6,979,31.8257,117.2264
3/6/20,Jiangxi,China,935,1,909,27.614,115.7221
3/6/20,Shandong,China,758,6,618,36.3427,118.1498
3/6/20,Diamond Princess cruise ship,Others,696,6,40,35.4437,139.638
3/6/20,Jiangsu,China,631,0,594,32.9711,119.455
3/6/20,Chongqing,China,576,6,513,30.0572,107.874
3/6/20,Sichuan,China,539,3,442,30.6171,102.7103
3/6/20,Heilongjiang,China,481,13,396,47.862,127.7615
3/6/20,Beijing,China,422,8,299,40.1824,116.4142
3/6/20,Tokyo,Japan,420,6,46,36,138
3/6/20,Shanghai,China,342,3,306,31.202,121.4491
3/6/20,Hebei,China,318,6,305,38.0428,114.5149
3/6/20,Fujian,China,296,1,284,26.0789,117.9874
3/6/20,Guangxi,China,252,2,217,23.8298,108.7881
3/6/20,Shaanxi,China,245,1,226,35.1917,108.8701
3/6/20,Yunnan,China,174,2,170,24.974,101.487
3/6/20,Hainan,China,168,6,158,19.1959,109.7453
3/6/20,Unknown,Saudi Arabia,5,0,0,24,45
3/6/20,Guizhou,China,146,2,114,26.8154,106.8748
3/6/20,Tianjin,China,136,3,128,39.3054,117.323
3/6/20,Shanxi,China,133,0,126,37.5777,112.2922
3/6/20,Liaoning,China,125,1,106,41.2956,122.6085
3/6/20,Gansu,China,119,2,87,36.0611,103.8343
3/6/20,Hong Kong,Hong Kong,107,2,46,22.3,114.2
3/6/20,Jilin,China,93,1,90,43.6661,126.1923
3/6/20,Xinjiang,China,76,3,71,41.1129,85.2401
3/6/20,Inner Mongolia,China,75,1,65,44.0935,113.9448
3/6/20,Ningxia,China,75,0,71,37.2692,106.1655
3/6/20,"King County, WA",United States,58,12,1,47.548,-121.9836
3/6/20,Unknown,Senegal,4,0,0,14.4974,-14.4524
3/6/20,Taiwan,Taiwan,45,1,12,23.7,121
3/6/20,Unassigned Location (From Diamond Princess),United States,45,0,0,35.4437,139.638
3/6/20,New South Wales,Australia,26,1,4,-33.8688,151.2093
3/6/20,"Toronto, ON",Canada,24,0,2,43.6532,-79.3832
3/6/20,British Columbia,Canada,21,0,3,49.2827,-123.1207
3/6/20,Unknown,Serbia,1,0,0,44.0165,21.0059
3/6/20,"Santa Clara, CA",United States,20,0,1,37.3541,-121.9552
3/6/20,"Snohomish County, WA",United States,19,1,0,48.033,-121.8339
3/6/20,"Westchester County, NY",United States,19,0,0,41.122,-73.7949
3/6/20,Prague,Czech Republic,18,0,0,49.8175,15.473
3/6/20,Qinghai,China,18,0,18,35.7452,95.9956
3/6/20,"New York County, NY",United States,16,0,0,40.7128,-74.006
3/6/20,Queensland,Australia,13,0,8,-28.0167,153.4
3/6/20,"Los Angeles, CA",United States,13,0,0,34.0522,-118.2437
3/6/20,Victoria,Australia,10,0,7,-37.8136,144.9631
3/6/20,Macau,Macau,10,0,10,22.1667,113.55
3/6/20,South Australia,Australia,7,0,2,-34.9285,138.6007
3/6/20,"Cook County, IL",United States,5,0,2,41.7377,-87.6976
3/6/20,"Placer County, CA",United States,5,1,0,39.0916,-120.8039
3/6/20,"Unassigned Location, WA",United States,5,0,0,47.7511,-120.7401
3/6/20,Western Australia,Australia,3,1,0,-31.9505,115.8605
3/6/20,"Contra Costa County, CA",United States,3,0,0,37.8534,-121.9018
3/6/20,"Harris County, TX",United States,3,0,0,29.7752,-95.3103
3/6/20,"Montgomery County, MD",United States,3,0,0,39.1547,-77.2405
3/6/20,"Orange County, CA",United States,3,0,0,33.7879,-117.8531
3/6/20,"San Diego County, CA",United States,3,0,1,32.7157,-117.1611
3/6/20,"Suffolk County, MA",United States,3,0,1,42.3601,-71.0589
3/6/20,"Montreal, QC",Canada,2,0,0,45.5017,-73.5673
3/6/20,"Norfolk County, MA",United States,2,0,0,42.1767,-71.1449
3/6/20,"Bergen County, NJ",United States,2,0,0,40.9263,-74.077
3/6/20,"Denver County, CO",United States,2,0,0,39.7392,-104.9903
3/6/20,"Fulton County, GA",United States,2,0,0,33.8034,-84.3963
3/6/20,"Grafton County, NH",United States,2,0,0,43.9088,-71.826
3/6/20,"Hillsborough, FL",United States,2,0,0,27.9904,-82.3018
3/6/20,"Maricopa County, AZ",United States,2,0,0,33.2918,-112.4291
3/6/20,"Providence, RI",United States,2,0,0,41.824,-71.4128
3/6/20,"Sacramento County, CA",United States,2,0,0,38.4747,-121.3542
3/6/20,"San Benito, CA",United States,2,0,0,36.5761,-120.9876
3/6/20,"San Francisco County, CA",United States,2,0,0,37.7749,-122.4194
3/6/20,"San Mateo, CA",United States,2,0,0,37.563,-122.3255
3/6/20,"Summit County, CO",United States,2,0,0,39.5912,-106.064
3/6/20,"Washington County, OR",United States,2,0,0,45.547,-123.1386
3/6/20,Tasmania,Australia,1,0,0,-41.4545,145.9707
3/6/20,"Calgary, Alberta",Canada,1,0,0,51.0447,-114.0719
3/6/20,"London, ON",Canada,1,0,1,42.9849,-81.2453
3/6/20,Tibet,China,1,0,1,31.6927,88.0924
3/6/20,"Berkeley, CA",United States,1,0,0,37.8715,-122.273
3/6/20,"Chatham County, NC",United States,1,0,0,35.7211,-79.1781
3/6/20,"Clark County, NV",United States,1,0,0,36.0796,-115.094
3/6/20,"Delaware County, PA",United States,1,0,0,39.9078,-75.3879
3/6/20,"Douglas County, NE",United States,1,0,0,41.3148,-96.1951
3/6/20,"Fayette County, KY",United States,1,0,0,38.0606,-84.4803
3/6/20,"Floyd County, GA",United States,1,0,0,34.2829,-85.2308
3/6/20,"Fort Bend County, TX",United States,1,0,0,29.5693,-95.8143
3/6/20,"Grant County, WA",United States,1,0,0,47.1981,-119.3732
3/6/20,"Humboldt County, CA",United States,1,0,0,40.745,-123.8695
3/6/20,"Madison, WI",United States,1,0,1,43.0731,-89.4012
3/6/20,"Marion County, IN",United States,1,0,0,39.8362,-86.1752
3/6/20,"Middlesex County, MA",United States,1,0,0,42.4672,-71.2874
3/6/20,"Nassau County, NY",United States,1,0,0,40.6546,-73.5594
3/6/20,"Norwell County, MA",United States,1,0,0,42.1615,-70.7928
3/6/20,"Ramsey County, MN",United States,1,0,0,44.9964,-93.0616
3/6/20,"San Antonio, TX",United States,1,0,0,29.4241,-98.4936
3/6/20,"Santa Rosa County, FL",United States,1,0,0,30.769,-86.9824
3/6/20,"Sarasota, FL",United States,1,0,0,27.3364,-82.5307
3/6/20,"Sonoma County, CA",United States,1,0,0,38.578,-122.9888
3/6/20,"Tempe, AZ",United States,1,0,1,33.4255,-111.94
3/6/20,"Umatilla, OR",United States,1,0,0,45.775,-118.7606
3/6/20,"Wake County, NC",United States,1,0,0,35.8032,-78.5661
3/6/20,"Washoe County, NV",United States,1,0,0,40.5608,-119.6035
3/6/20,"Wayne County, PA",United States,1,0,0,41.6739,-75.2479
3/6/20,"Williamson County, TN",United States,1,0,0,35.9179,-86.8622
3/6/20,"Yolo County, CA",United States,1,0,0,38.7646,-121.9018
3/6/20,From Diamond Princess,Australia,0,0,0,35.4437,139.638
3/6/20,Northern Territory,Australia,0,0,0,-12.4634,130.8456
3/6/20,"Lackland, TX (From Diamond Princess)",United States,0,0,0,29.3829,-98.6134
3/6/20,"Omaha, NE (From Diamond Princess)",United States,0,0,0,41.2545,-95.9758
3/6/20,"Travis, CA (From Diamond Princess)",United States,0,0,0,38.2721,-121.9399
3/6/20,Singapore,Singapore,130,0,78,1.2833,103.8333
3/6/20,Unknown,Slovakia,1,0,0,48.669,19.699
3/6/20,Unknown,Slovenia,7,0,0,46.1512,14.9955
3/6/20,Unknown,South Africa,1,0,0,-30.5595,22.9375
3/6/20,Daegu,South Korea,6593,42,135,36,128
3/6/20,Madrid,Spain,400,5,2,40,-4
3/6/20,Kandy,Sri Lanka,1,0,1,7,81
3/6/20,Sundsvall,Sweden,101,0,0,63,16
3/6/20,Unknown,Switzerland,214,1,3,46.8182,8.2275
3/6/20,Lop Buri,Thailand,48,1,31,15,101
3/6/20,Unknown,Togo,1,0,0,8.6195,0.8248
3/6/20,Unknown,Tunisia,1,0,0,34,9
3/6/20,Liverpool,United Kingdom,163,2,8,55,-3
3/6/20,Unknown,Ukraine,1,0,0,48.3794,31.1656
3/6/20,Abu Dhabi,United Arab Emirates,29,0,5,24,54
3/6/20,Unknown,Vatican City,1,0,0,41.9029,12.4534
3/6/20,Quang Ha,Vietnam,16,0,16,16,108
3/5/20,Unknown,Afghanistan,1,0,0,33,65
3/5/20,Unknown,Algeria,12,0,0,28.0339,1.6596
3/5/20,Unknown,Andorra,1,0,0,42.5063,1.5218
3/5/20,Unknown,Argentina,1,0,0,-38.4161,-63.6167
3/5/20,Unknown,Armenia,1,0,0,40.0691,45.0382
3/5/20,Unknown,Austria,41,0,0,47.5162,14.5501
3/5/20,Unknown,Azerbaijan,6,0,0,40.1431,47.5769
3/5/20,Unknown,Bahrain,55,0,0,26.0275,50.55
3/5/20,Unknown,Belarus,6,0,0,53.7098,27.9534
3/5/20,Brussels,Belgium,50,0,1,50.8333,4
3/5/20,Unknown,Bosnia and Herzegovina,2,0,0,43.9159,17.6791
3/5/20,Unknown,Brazil,4,0,0,-14.235,-51.9253
3/5/20,Phnom Penh,Cambodia,1,0,1,11.55,104.9167
3/5/20,Unknown,Chile,4,0,0,-35.6751,-71.543
3/5/20,Unknown,Croatia,10,0,0,45.1667,15.5
3/5/20,Unknown,Denmark,10,0,0,56.2639,9.5018
3/5/20,Unknown,Dominican Republic,1,0,0,18.7357,-70.1627
3/5/20,Unknown,Ecuador,13,0,0,-1.8312,-78.1834
3/5/20,Unknown,Egypt,3,0,1,26,30
3/5/20,Unknown,Estonia,3,0,0,58.5953,25.0136
3/5/20,Unknown,Faroe Islands,1,0,0,61.8926,-6.9118
3/5/20,Kajaani,Finland,12,0,1,64,26
3/5/20,Orleans,France,377,6,12,47,2
3/5/20,Unknown,Georgia,4,0,0,42.3154,43.3569
3/5/20,Kassel,Germany,482,0,16,51,9
3/5/20,Unknown,Gibraltar,1,0,0,36.1408,-5.3536
3/5/20,Unknown,Greece,31,0,0,39.0742,21.8243
3/5/20,Unknown,Hungary,2,0,0,47.1625,19.5033
3/5/20,Unknown,Iceland,34,0,0,64.9631,-19.0208
3/5/20,Nagpur,India,30,0,3,21,78
3/5/20,Unknown,Indonesia,2,0,0,-0.7893,113.9213
3/5/20,Unknown,Iraq,35,2,0,33,44
3/5/20,Unknown,Ireland,6,0,0,53.1424,-7.6921
3/5/20,Unknown,Israel,16,0,1,31,35
3/5/20,Arezzo,Italy,3858,148,414,43,12
3/5/20,Unknown,Jordan,1,0,0,31.24,36.51
3/5/20,Unknown,Kuwait,58,0,0,29.5,47.75
3/5/20,Unknown,Latvia,1,0,0,56.8796,24.6032
3/5/20,Unknown,Lebanon,16,0,1,33.8547,35.8623
3/5/20,Unknown,Liechtenstein,1,0,0,47.14,9.55
3/5/20,Unknown,Lithuania,1,0,0,55.1694,23.8813
3/5/20,Unknown,Luxembourg,1,0,0,49.8144,6.1317
3/5/20,Sibu,Malaysia,50,0,22,2.5,112.5
3/5/20,Fresnillo,Mexico,5,0,1,23,-102
3/5/20,Unknown,Monaco,1,0,0,43.7333,7.4167
3/5/20,Unknown,Morocco,2,0,0,31.7917,-7.0926
3/5/20,Pokhara,Nepal,1,0,1,28.1667,84.25
3/5/20,Unknown,Netherlands,82,0,0,52.1326,5.2913
3/5/20,Unknown,New Zealand,3,0,0,-40.9006,174.886
3/5/20,Unknown,Nigeria,1,0,0,9.082,8.6753
3/5/20,Unknown,North Macedonia,1,0,0,41.6086,21.7453
3/5/20,Unknown,Norway,87,0,0,60.472,8.4689
3/5/20,Dawwah,Oman,16,0,2,21,57
3/5/20,Quetta,Pakistan,5,0,0,30.3753,69.3451
3/5/20,Unknown,Palestine,4,0,0,31.9522,35.2332
3/5/20,Boac,Philippines,3,1,1,13,122
3/5/20,Unknown,Poland,1,0,0,51.9194,19.1451
3/5/20,Unknown,Portugal,8,0,0,39.3999,-8.2245
3/5/20,Unknown,Qatar,8,0,0,25.3548,51.1839
3/5/20,Unknown,Romania,6,0,1,46,25
3/5/20,Hubei,China,67466,2902,40592,30.9756,112.2707
3/5/20,Khomeyni Shahr,Iran,3513,107,739,32,53
3/5/20,Guangdong,China,1351,7,1181,23.3417,113.4244
3/5/20,Henan,China,1272,22,1239,33.882,113.614
3/5/20,Zhejiang,China,1215,1,1124,29.1832,120.0934
3/5/20,Hunan,China,1018,4,938,27.6104,111.7088
3/5/20,Anhui,China,990,6,970,31.8257,117.2264
3/5/20,Jiangxi,China,935,1,901,27.614,115.7221
3/5/20,Shandong,China,758,6,578,36.3427,118.1498
3/5/20,Diamond Princess cruise ship,Others,706,6,10,35.4437,139.638
3/5/20,Jiangsu,China,631,0,583,32.9711,119.455
3/5/20,Chongqing,China,576,6,512,30.0572,107.874
3/5/20,Sichuan,China,539,3,425,30.6171,102.7103
3/5/20,Heilongjiang,China,481,13,379,47.862,127.7615
3/5/20,Beijing,China,418,8,297,40.1824,116.4142
3/5/20,Tokyo,Japan,360,6,43,36,138
3/5/20,Shanghai,China,339,3,303,31.202,121.4491
3/5/20,Hebei,China,318,6,304,38.0428,114.5149
3/5/20,Fujian,China,296,1,277,26.0789,117.9874
3/5/20,Guangxi,China,252,2,214,23.8298,108.7881
3/5/20,Shaanxi,China,245,1,224,35.1917,108.8701
3/5/20,Yunnan,China,174,2,169,24.974,101.487
3/5/20,Hainan,China,168,6,158,19.1959,109.7453
3/5/20,Guizhou,China,146,2,114,26.8154,106.8748
3/5/20,Tianjin,China,136,3,128,39.3054,117.323
3/5/20,Shanxi,China,133,0,126,37.5777,112.2922
3/5/20,Liaoning,China,125,1,106,41.2956,122.6085
3/5/20,Hong Kong,Hong Kong,105,2,43,22.3,114.2
3/5/20,Gansu,China,102,2,87,36.0611,103.8343
3/5/20,Jilin,China,93,1,88,43.6661,126.1923
3/5/20,Xinjiang,China,76,3,70,41.1129,85.2401
3/5/20,Inner Mongolia,China,75,1,65,44.0935,113.9448
3/5/20,Ningxia,China,75,0,69,37.2692,106.1655
3/5/20,"King County, WA",United States,51,10,1,47.548,-121.9836
3/5/20,Unassigned Location (From Diamond Princess),United States,45,0,0,35.4437,139.638
3/5/20,Taiwan,Taiwan,44,1,12,23.7,121
3/5/20,New South Wales,Australia,22,1,4,-33.8688,151.2093
3/5/20,"Toronto, ON",Canada,21,0,2,43.6532,-79.3832
3/5/20,"Santa Clara, CA",United States,20,0,1,37.3541,-121.9552
3/5/20,Qinghai,China,18,0,18,35.7452,95.9956
3/5/20,"Snohomish County, WA",United States,18,1,0,48.033,-121.8339
3/5/20,"Westchester County, NY",United States,18,0,0,41.122,-73.7949
3/5/20,Queensland,Australia,13,0,8,-28.0167,153.4
3/5/20,British Columbia,Canada,13,0,3,49.2827,-123.1207
3/5/20,Prague,Czech Republic,12,0,0,49.8175,15.473
3/5/20,"Los Angeles, CA",United States,11,0,0,34.0522,-118.2437
3/5/20,Victoria,Australia,10,0,7,-37.8136,144.9631
3/5/20,Macau,Macau,10,0,9,22.1667,113.55
3/5/20,South Australia,Australia,5,0,2,-34.9285,138.6007
3/5/20,"Cook County, IL",United States,5,0,2,41.7377,-87.6976
3/5/20,"New York City, NY",United States,4,0,0,40.7128,-74.006
3/5/20,Western Australia,Australia,3,1,0,-31.9505,115.8605
3/5/20,Unknown,Russia,4,0,2,60,90
3/5/20,"Orange County, CA",United States,3,0,0,33.7879,-117.8531
3/5/20,"San Diego County, CA",United States,3,0,1,32.7157,-117.1611
3/5/20,"Montreal, QC",Canada,2,0,0,45.5017,-73.5673
3/5/20,"Bergen County, NJ",United States,2,0,0,40.9263,-74.077
3/5/20,"Fulton County, GA",United States,2,0,0,33.8034,-84.3963
3/5/20,"Grafton County, NH",United States,2,0,0,43.9088,-71.826
3/5/20,"Harris County, TX",United States,2,0,0,29.7752,-95.3103
3/5/20,"Hillsborough, FL",United States,2,0,0,27.9904,-82.3018
3/5/20,"Placer County, CA",United States,2,1,0,39.0916,-120.8039
3/5/20,"Providence, RI",United States,2,0,0,41.824,-71.4128
3/5/20,"Sacramento County, CA",United States,2,0,0,38.4747,-121.3542
3/5/20,"San Benito, CA",United States,2,0,0,36.5761,-120.9876
3/5/20,"San Francisco County, CA",United States,2,0,0,37.7749,-122.4194
3/5/20,"San Mateo, CA",United States,2,0,0,37.563,-122.3255
3/5/20,"Washington County, OR",United States,2,0,0,45.547,-123.1386
3/5/20,Unknown,Saint Barthelemy,3,0,0,17.9,-62.8333
3/5/20,Northern Territory,Australia,1,0,0,-12.4634,130.8456
3/5/20,Tasmania,Australia,1,0,0,-41.4545,145.9707
3/5/20,"London, ON",Canada,1,0,1,42.9849,-81.2453
3/5/20,Tibet,China,1,0,1,31.6927,88.0924
3/5/20,Unknown,San Marino,21,1,0,43.9424,12.4578
3/5/20,"Norfolk County, MA",United States,1,0,0,42.1767,-71.1449
3/5/20,"Berkeley, CA",United States,1,0,0,37.8715,-122.273
3/5/20,"Boston, MA",United States,1,0,1,42.3601,-71.0589
3/5/20,"Clark County, NV",United States,1,0,0,36.0796,-115.094
3/5/20,"Contra Costa County, CA",United States,1,0,0,37.8534,-121.9018
3/5/20,"Fort Bend County, TX",United States,1,0,0,29.5693,-95.8143
3/5/20,"Grant County, WA",United States,1,0,0,47.1981,-119.3732
3/5/20,"Humboldt County, CA",United States,1,0,0,40.745,-123.8695
3/5/20,"Madison, WI",United States,1,0,1,43.0731,-89.4012
3/5/20,"Maricopa County, AZ",United States,1,0,0,33.2918,-112.4291
3/5/20,"Queens County, NY",United States,1,0,0,40.7282,-73.7949
3/5/20,"San Antonio, TX",United States,1,0,0,29.4241,-98.4936
3/5/20,"Santa Rosa County, FL",United States,1,0,0,30.769,-86.9824
3/5/20,"Sarasota, FL",United States,1,0,0,27.3364,-82.5307
3/5/20,"Sonoma County, CA",United States,1,0,0,38.578,-122.9888
3/5/20,"Tempe, AZ",United States,1,0,1,33.4255,-111.94
3/5/20,"Umatilla, OR",United States,1,0,0,45.775,-118.7606
3/5/20,"Wake County, NC",United States,1,0,0,35.8032,-78.5661
3/5/20,"Williamson County, TN",United States,1,0,0,35.9179,-86.8622
3/5/20,From Diamond Princess,Australia,0,0,0,35.4437,139.638
3/5/20,"Lackland, TX (From Diamond Princess)",United States,0,0,0,29.3829,-98.6134
3/5/20,"Omaha, NE (From Diamond Princess)",United States,0,0,0,41.2545,-95.9758
3/5/20,"Travis, CA (From Diamond Princess)",United States,0,0,0,38.2721,-121.9399
3/5/20,Unknown,Saudi Arabia,5,0,0,24,45
3/5/20,Unknown,Senegal,4,0,0,14.4974,-14.4524
3/5/20,Singapore,Singapore,117,0,78,1.2833,103.8333
3/5/20,Unknown,Slovenia,2,0,0,46.1512,14.9955
3/5/20,Unknown,South Africa,1,0,0,-30.5595,22.9375
3/5/20,Daegu,South Korea,6088,35,41,36,128
3/5/20,Madrid,Spain,259,3,2,40,-4
3/5/20,Kandy,Sri Lanka,1,0,1,7,81
3/5/20,Sundsvall,Sweden,94,0,0,63,16
3/5/20,Unknown,Switzerland,114,1,3,46.8182,8.2275
3/5/20,Lop Buri,Thailand,47,1,31,15,101
3/5/20,Unknown,Tunisia,1,0,0,34,9
3/5/20,Liverpool,United Kingdom,115,1,8,55,-3
3/5/20,Unknown,Ukraine,1,0,0,48.3794,31.1656
3/5/20,Abu Dhabi,United Arab Emirates,29,0,5,24,54
3/5/20,Quang Ha,Vietnam,16,0,16,16,108
3/4/20,Unknown,Afghanistan,1,0,0,33,65
3/4/20,Unknown,Algeria,12,0,0,28.0339,1.6596
3/4/20,Unknown,Andorra,1,0,0,42.5063,1.5218
3/4/20,Unknown,Argentina,1,0,0,-38.4161,-63.6167
3/4/20,Unknown,Armenia,1,0,0,40.0691,45.0382
3/4/20,Unknown,Austria,29,0,0,47.5162,14.5501
3/4/20,Unknown,Azerbaijan,3,0,0,40.1431,47.5769
3/4/20,Unknown,Bahrain,52,0,0,26.0275,50.55
3/4/20,Unknown,Belarus,6,0,0,53.7098,27.9534
3/4/20,Brussels,Belgium,23,0,1,50.8333,4
3/4/20,Unknown,Brazil,4,0,0,-14.235,-51.9253
3/4/20,Phnom Penh,Cambodia,1,0,1,11.55,104.9167
3/4/20,Unknown,Chile,1,0,0,-35.6751,-71.543
3/4/20,Unknown,Croatia,10,0,0,45.1667,15.5
3/4/20,Unknown,Denmark,10,0,0,56.2639,9.5018
3/4/20,Unknown,Dominican Republic,1,0,0,18.7357,-70.1627
3/4/20,Unknown,Ecuador,10,0,0,-1.8312,-78.1834
3/4/20,Unknown,Egypt,2,0,1,26,30
3/4/20,Unknown,Estonia,2,0,0,58.5953,25.0136
3/4/20,Unknown,Faroe Islands,1,0,0,61.8926,-6.9118
3/4/20,Kajaani,Finland,6,0,1,64,26
3/4/20,Orleans,France,285,4,12,47,2
3/4/20,Unknown,Georgia,3,0,0,42.3154,43.3569
3/4/20,Kassel,Germany,262,0,16,51,9
3/4/20,Unknown,Gibraltar,1,0,0,36.1408,-5.3536
3/4/20,Unknown,Greece,9,0,0,39.0742,21.8243
3/4/20,Unknown,Hungary,2,0,0,47.1625,19.5033
3/4/20,Unknown,Iceland,26,0,0,64.9631,-19.0208
3/4/20,Nagpur,India,28,0,3,21,78
3/4/20,Unknown,Indonesia,2,0,0,-0.7893,113.9213
3/4/20,Unknown,Iraq,35,2,0,33,44
3/4/20,Unknown,Ireland,6,0,0,53.1424,-7.6921
3/4/20,Unknown,Israel,15,0,1,31,35
3/4/20,Arezzo,Italy,3089,107,276,43,12
3/4/20,Unknown,Jordan,1,0,0,31.24,36.51
3/4/20,Unknown,Kuwait,56,0,0,29.5,47.75
3/4/20,Unknown,Latvia,1,0,0,56.8796,24.6032
3/4/20,Unknown,Lebanon,13,0,1,33.8547,35.8623
3/4/20,Unknown,Liechtenstein,1,0,0,47.14,9.55
